Altitude,ArgusOrgId,LocationCode,CreatedBy,CreatedOn,Description,ExternalReference,FloorNo,FullName,Id,Latitude,Longitude,ModifiedBy,ModifiedOn,Name,ParentLocationId,SecondaryQrCode,TopLocationId,LocationTypeId
,,PARQ.PARQ.OW4F.4W-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-04(Frasers),277,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-04(Frasers),27,,9,3
,,PARQ.PARQ.OW4F.4W-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-05(Frasers),278,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-05(Frasers),27,,9,3
,,PARQ.PARQ.OW4F.4W-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-06(Eternal Youth),279,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-06(Eternal Youth),27,,9,3
,,PARQ.PARQ.OW4F.4W-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-07(Eternal Youth),280,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-07(Eternal Youth),27,,9,3
,,PARQ.PARQ.OW4F.4W-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-08(Warner),281,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-08(Warner),27,,9,3
,,PARQ.PARQ.OW4F.4W-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-09(Warner),282,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-09(Warner),27,,9,3
,,PARQ.PARQ.OW4F.4W-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-10(Warner),283,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-10(Warner),27,,9,3
,,PARQ.PARQ.OW4F.4W-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-11(Warner),284,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-11(Warner),27,,9,3
,,PARQ.PARQ.OW4F.4W-21,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.4 Floor.4W-21(VNU),285,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4W-21(VNU),27,,9,3
,,"PARQ.PARQ.OE4F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,"PARQ.Office East Wing.4 Floor.AHU Room(No.1,4)",286,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",44,,10,3
,,"PARQ.PARQ.OE4F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,"PARQ.Office East Wing.4 Floor.AHU Room(No.2,3)",287,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",44,,10,3
,,PARQ.PARQ.OE4F.EERoom1,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.EE Room 1,288,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room 1,44,,10,3
,,PARQ.PARQ.OE4F.EERoom2,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.EE Room 2,289,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room 2,44,,10,3
,,PARQ.PARQ.OE4F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.ICT Room,290,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,44,,10,3
,,PARQ.PARQ.OE4F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.Women Toilet(Big),291,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),44,,10,3
,,PARQ.PARQ.OE4F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.Women Toilet(Small),292,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),44,,10,3
,,PARQ.PARQ.OE4F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.Men Toilet,293,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,44,,10,3
,,PARQ.PARQ.OE4F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.Accessible Toilet,294,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,44,,10,3
,,PARQ.PARQ.OE4F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.Changing Room,295,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,44,,10,3
,,PARQ.PARQ.OE4F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.Pantry,296,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,44,,10,3
,,PARQ.PARQ.OE4F.4W-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-04(POMELO),297,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-04(POMELO),44,,10,3
,,PARQ.PARQ.OE4F.4W-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-05(POMELO),298,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-05(POMELO),44,,10,3
,,PARQ.PARQ.OE4F.4W-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-06(POMELO),299,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-06(POMELO),44,,10,3
,,PARQ.PARQ.OE4F.4W-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-07(POMELO),300,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-07(POMELO),44,,10,3
,,PARQ.PARQ.OE4F.4W-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-08(POMELO),301,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-08(POMELO),44,,10,3
,,PARQ.PARQ.OE4F.4W-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-09(POMELO),302,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-09(POMELO),44,,10,3
,,PARQ.PARQ.OE4F.4W-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-10(Eternal Youth),303,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-10(Eternal Youth),44,,10,3
,,PARQ.PARQ.OE4F.4W-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-11(Eternal Youth),304,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-11(Eternal Youth),44,,10,3
,,PARQ.PARQ.OE4F.4W-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-12(Eternal Youth),305,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-12(Eternal Youth),44,,10,3
,,PARQ.PARQ.OE4F.4W-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office East Wing.4 Floor.4E-13(Eternal Youth),306,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,4E-13(Eternal Youth),44,,10,3
,,"PARQ.PARQ.OW5F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,"PARQ.Office West Wing.5 Floor.AHU Room(No.1,4)",307,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",28,,9,3
,,"PARQ.PARQ.OW5F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,"PARQ.Office West Wing.5 Floor.AHU Room(No.2,3)",308,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",28,,9,3
,,PARQ.PARQ.OW5F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.5 Floor.EE Room(Square),309,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),28,,9,3
,,PARQ.PARQ.OW5F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.5 Floor.EE Room(Triangle),310,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),28,,9,3
,,PARQ.PARQ.OW5F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.5 Floor.ICT Room,311,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,28,,9,3
,,PARQ.PARQ.OW5F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:49,,,,PARQ.Office West Wing.5 Floor.Women Toilet(Big),312,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),28,,9,3
,,PARQ.PARQ.OW5F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.Women Toilet(Small),313,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),28,,9,3
,,PARQ.PARQ.OW5F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.Men Toilet,314,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,28,,9,3
,,PARQ.PARQ.OW5F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.Accessible Toilet,315,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,28,,9,3
,,PARQ.PARQ.OW5F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.Changing Room,316,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,28,,9,3
,,PARQ.PARQ.OW5F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.Pantry,317,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,28,,9,3
,,PARQ.PARQ.OW5F.5W-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-01(3M),318,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-01(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-02(3M),319,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-02(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-03(3M),320,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-03(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-04(3M),321,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-04(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-05(3M),322,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-05(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-06(3M),323,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-06(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-07(3M),324,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-07(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-08(3M),325,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-08(3M),28,,9,3
,,PARQ.PARQ.OW5F.5W-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-09(Arise),326,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-09(Arise),28,,9,3
,,PARQ.PARQ.OW5F.5W-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-10(Arise),327,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-10(Arise),28,,9,3
,,PARQ.PARQ.OW5F.5W-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-11(Arise),328,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-11(Arise),28,,9,3
,,PARQ.PARQ.OW5F.5W-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-12(Arise),329,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-12(Arise),28,,9,3
,,PARQ.PARQ.OW5F.5W-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-13(Arise),330,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-13(Arise),28,,9,3
,,PARQ.PARQ.OW5F.5W-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-14(Arise),331,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-14(Arise),28,,9,3
,,PARQ.PARQ.OW5F.5W-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-15(Arise),332,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-15(Arise),28,,9,3
,,PARQ.PARQ.OW5F.5W-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.5 Floor.5W-16(Arise),333,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5W-16(Arise),28,,9,3
,,"PARQ.PARQ.OE5F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,"PARQ.Office East Wing.5 Floor.AHU Room(No.1,4)",334,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",45,,10,3
,,"PARQ.PARQ.OE5F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,"PARQ.Office East Wing.5 Floor.AHU Room(No.2,3)",335,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",45,,10,3
,,PARQ.PARQ.OE5F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.EE Room(Square),336,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),45,,10,3
,,PARQ.PARQ.OE5F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.EE Room(Triangle),337,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),45,,10,3
,,PARQ.PARQ.OE5F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.ICT Room,338,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,45,,10,3
,,PARQ.PARQ.OE5F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.Women Toilet(Big),339,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),45,,10,3
,,PARQ.PARQ.OE5F.WomenToilet(Small),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.Women Toilet(Small),340,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Small),45,,10,3
,,PARQ.PARQ.OE5F.MenToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.Men Toilet,341,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Men Toilet,45,,10,3
,,PARQ.PARQ.OE5F.AccessibleToilet,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.Accessible Toilet,342,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Accessible Toilet,45,,10,3
,,PARQ.PARQ.OE5F.ChangingRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.Changing Room,343,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Changing Room,45,,10,3
,,PARQ.PARQ.OE5F.Pantry,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.Pantry,344,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Pantry,45,,10,3
,,PARQ.PARQ.OE5F.5E-01,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-01(7Peaks),345,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-01(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-02,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-02(7Peaks),346,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-02(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-03,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-03(7Peaks),347,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-03(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-04,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-04(7Peaks),348,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-04(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-05,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-05(7Peaks),349,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-05(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-06,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-06(7Peaks),350,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-06(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-07,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-07(7Peaks),351,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-07(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-08,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-08(7Peaks),352,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-08(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-09,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-09(7Peaks),353,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-09(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-10,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-10(7Peaks),354,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-10(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-11,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-11(7Peaks),355,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-11(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-12,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-12(7Peaks),356,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-12(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-13,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-13(7Peaks),357,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-13(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-14,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-14(7Peaks),358,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-14(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-15,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-15(7Peaks),359,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-15(7Peaks),45,,10,3
,,PARQ.PARQ.OE5F.5E-16,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office East Wing.5 Floor.5E-16(7Peaks),360,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,5E-16(7Peaks),45,,10,3
,,"PARQ.PARQ.OW6F.AHURoom(No.1,4)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,"PARQ.Office West Wing.6 Floor.AHU Room(No.1,4)",361,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.1,4)",29,,9,3
,,"PARQ.PARQ.OW6F.AHURoom(No.2,3)",07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,"PARQ.Office West Wing.6 Floor.AHU Room(No.2,3)",362,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,"AHU Room(No.2,3)",29,,9,3
,,PARQ.PARQ.OW6F.EERoom(Square),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.6 Floor.EE Room(Square),363,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Square),29,,9,3
,,PARQ.PARQ.OW6F.EERoom(Triangle),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:50,,,,PARQ.Office West Wing.6 Floor.EE Room(Triangle),364,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,EE Room(Triangle),29,,9,3
,,PARQ.PARQ.OW6F.ICTRoom,07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.ICT Room,365,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,ICT Room,29,,9,3
,,PARQ.PARQ.OW6F.WomenToilet(Big),07a8840e-239a-4bab-a924-8d4a211c66f9,02/19/2025 13:49:51,,,,PARQ.Office West Wing.6 Floor.Women Toilet(Big),366,,,07a8840e-239a-4bab-a924-8d4a211c66f9,11/26/2025 10:15:17,Women Toilet(Big),29,,9,3
